GP_Type,Contract_Type,Country,Practice_Type,Gender,Age,Rurality,Region,Practice_Registered_Patients,Weekly Working Hours,Range_of_Gross_Earnings_from_Self_Employment_£,Range_of_Total_Expenses_from_Self_Employment_£,Range_of_Income_Before_Tax_from_Self_Employment_£,Range_of_Total_Income_Before_Tax_£,Sample Count,Estimated Population,Average SE Gross Earnings,Average SE Expenses,Average SE Income Before Tax,Average Emp Gross Earnings,Average Emp Expenses,Average Emp Income Before Tax,Average Tot Gross Earnings,Average Tot Expenses,Average Tot Income Before Tax,EER,Income Before Tax Standard Error,Median Income Before Tax,Average Total Expenses,Average Office and General Business,Average Premises,Average Employee,Average Car and Travel,Average Interest,Average Other,Average Net Capital Allowances,%Zero Office and General Business,%Zero Premises,%Zero Employee,%Zero Car and Travel,%Zero Interest,%Zero Other,%Zero Net Capital Allowances,Count_of_GPs,Percentage_of_GPs_%,Cumulative_Percentage_of_GPs_%,GE Median,GE Q1,GE Q3,GE D1,GE D9,TE Median,IBT Q1,IBT Q3,IBT D1,IBT D9
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,,,,,2150,3150,,,,,,,276600,156700,120000,56.6,508,115000,156700,9000,19900,113800,600,1000,11800,700,,,0.1,23.2,54,0.1,14.6,,,,257400,205900,320100,163600,401600,135100,92400,142200,73500,167600
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,,,"0 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,10.7,10.7,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,,,"75,000 - 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,21.3,32,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,,,"100,000 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,27.4,59.4,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,,,"125,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,40.5,99.9,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,,"0 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,9.4,9.4,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,,"75,000 - 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,14.7,24.1,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,,"100,000 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,18.4,42.5,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,,"125,000 - 150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,17.1,59.6,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,,"150,000 - 175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,12.4,72,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,,"175,000 - 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,8.1,80.1,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,,"200,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,20,100.1,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,"0 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3.2,3.2,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,"125,000 - 175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,9.1,12.3,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,"175,000 - 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,10.1,22.4,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,"200,000 - 225,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,11.9,34.3,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,"225,000 - 250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,12.1,46.4,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,"250,000 - 275,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,12.4,58.8,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,"275,000 - 300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,10.1,68.9,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,"300,000 - 325,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,7.4,76.3,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,All,All,"325,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,23.6,99.9,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,450,700,,,,,,,264800,154500,110300,58.3,1130,106100,154500,9500,17400,100600,1100,600,24300,1000,,,0.4,19.6,67,0.4,20.2,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,1100,1600,,,,,,,269600,151400,118200,56.1,628,114200,151400,8900,19800,112400,500,1100,8100,600,,,,25,54.8,0.1,15,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,500,700,,,,,,,287200,158100,129100,55.1,1199,126800,158100,8900,20700,118300,500,1100,8100,600,,,,18.1,45.8,,11.7,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,100,150,,,,,,,311100,186000,125000,59.8,1548,123600,186000,7400,28500,139700,200,1300,8700,200,,,,44.8,36.9,,3.3,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,50,50,,,,,,,430700,258100,172600,59.9,7844,174000,258100,9900,16300,211100,100,500,19300,800,,,,21.2,13.9,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,Rural,All,All,All,,,,,1300,1850,,,,,,,279700,160200,119500,57.3,656,114700,160200,8600,18700,115900,600,900,14900,700,,,,21.1,54.2,,10,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,All,Urban,All,All,All,,,,,900,1300,,,,,,,272300,151600,120700,55.7,804,115500,151600,9500,21600,110900,600,1100,7400,500,,,0.2,26.3,53.8,0.3,21.2,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,500,750,,,,,,,246700,138500,108200,56.1,847,105200,138500,8100,18200,101300,500,900,8800,700,,,,23.7,56.6,0.4,13.8,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,850,1250,,,,,,,279900,158000,121900,56.5,861,116300,158000,9200,20800,114400,600,1000,11500,700,,,,23.1,50.9,,14.3,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,700,1050,,,,,,,292000,166300,125700,56.9,886,119600,166300,9300,20500,121500,600,1100,12600,700,,,,22.6,53.8,,14.6,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,100,150,,,,,,,288500,166700,121800,57.8,2524,119700,166700,9300,15600,116700,900,700,22800,600,,,2,26.3,68.7,1,21.1,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,Male,All,All,All,All,All,,,,,950,1350,,,,,,,305300,170300,135000,55.8,840,132100,170300,9700,21100,123800,700,1100,13200,800,,,0.2,24,54.2,0.2,15.8,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,Male,<40,All,All,All,All,,,,,200,300,,,,,,,277500,153900,123500,55.5,1346,124000,153900,9000,20200,112900,500,1000,9500,800,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,350,500,,,,,,,314400,174400,140000,55.5,1531,135200,174400,10200,22100,126000,700,1000,13500,900,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,350,500,,,,,,,317600,178200,139400,56.1,1383,137000,178200,9800,22000,129800,700,1200,13900,800,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,Male,>=60,All,All,All,All,,,,,100,100,,,,,,,280400,158600,121800,56.6,3181,117400,158600,8800,15000,114200,800,800,18300,600,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,Female,All,All,All,All,All,,,,,1250,1800,,,,,,,255000,146400,108600,57.4,566,104900,146400,8400,18900,106300,500,900,10700,600,,,,22.6,53.9,0.1,13.7,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,Female,<40,All,All,All,All,,,,,300,450,,,,,,,228200,129200,98900,56.6,975,95900,129200,7600,17000,94300,500,800,8400,600,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,500,750,,,,,,,257300,147300,110000,57.3,901,106000,147300,8500,20000,106700,500,1000,10100,500,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,400,550,,,,,,,269700,155900,113800,57.8,1029,109700,155900,8800,19200,114300,600,900,11500,500,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,All,Female,>=60,All,All,All,All,,,,,50,50,,,,,,,309500,187700,121700,60.7,3755,128200,187700,10600,17000,123300,1100,500,34600,600,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,All,All,All,All,All,All,,,,,150,150,,,,,,,366800,242000,124900,66,1937,116800,242000,9500,26600,125700,1200,700,76700,1500,,,,17,37.6,,2.3,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,All,All,All,All,"Fewer than 5,000",All,,,,,50,100,,,,,,,383800,258500,125300,67.3,2518,114700,258500,10200,19700,113300,1500,900,110600,2300,,,,6.8,46.4,,3.8,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,50,50,,,,,,,353200,214000,139200,60.6,4330,160200,214000,9900,37000,132900,1400,100,32300,400,,,,16.5,41.2,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,50,50,,,,,,,336300,217400,118800,64.7,2528,119000,217400,5800,71100,131700,,,8800,0,,,,100,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,All,All,All,All,"20,000 and over",All,,,,,50,50,,,,,,,264000,181100,82900,68.6,2018,81100,181100,7000,8600,145200,100,600,19100,500,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,All,All,Rural,All,All,All,,,,,100,150,,,,,,,358300,236200,122100,65.9,1898,115700,236200,9400,26200,120500,1200,700,76700,1600,,,,16.1,39.1,,2.4,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,All,<40,All,All,All,All,,,,,50,50,,,,,,,288200,186700,101400,64.8,3743,98500,186700,6900,23700,106300,600,400,47800,1100,,,,19.6,24.6,,4.2,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,All,>=40<50,All,All,All,All,,,,,50,50,,,,,,,382200,253000,129200,66.2,3044,123900,253000,9000,29000,129100,1200,600,82300,1800,,,,17.5,35.4,,2.1,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,All,>=50<60,All,All,All,All,,,,,50,50,,,,,,,366100,232600,133500,63.5,3349,129000,232600,9200,28000,122300,1000,700,69600,1800,,,,19.3,42.8,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,All,>=60,All,All,All,All,,,,,50,50,,,,,,,484200,359300,124900,74.2,5801,137400,359300,18600,18300,169000,2800,,150000,600,,,,,,,8.3,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,Male,All,All,All,All,All,,,,,50,100,,,,,,,411200,270800,140300,65.9,2695,138700,270800,10700,27500,137100,1200,800,91300,2200,,,,18.2,38.2,,1.6,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,Male,>=40<50,All,All,All,All,,,,,50,50,,,,,,,426800,282500,144300,66.2,4013,140500,282500,9900,31000,142400,1300,900,95100,1900,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,Male,>=50<60,All,All,All,All,,,,,50,50,,,,,,,408300,259800,148400,63.6,4220,148700,259800,10700,23600,138300,1000,500,83000,2800,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,Female,All,All,All,All,All,,,,,50,100,,,,,,,327200,216200,111000,66.1,2455,105700,216200,8500,25900,115500,1100,500,63700,1000,,,,15.9,37,,3,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,Female,<40,All,All,All,All,,,,,50,50,,,,,,,244600,160100,84500,65.4,2707,85200,160100,5600,18000,92100,500,500,43000,400,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,Female,>=40<50,All,All,All,All,,,,,50,50,,,,,,,341800,226300,115500,66.2,4027,109600,226300,8300,27200,117000,1200,400,70600,1700,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Dispensing,Female,>=50<60,All,All,All,All,,,,,50,50,,,,,,,317200,201000,116100,63.4,4640,107900,201000,7600,33100,103800,900,800,54000,700,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,All,All,All,All,All,All,,,,,2050,3000,,,,,,,271600,151800,119700,55.9,526,114900,151800,8900,19500,113200,600,1000,8100,600,,,0.1,23.6,55,0.1,15.3,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,All,All,All,All,"Fewer than 5,000",All,,,,,400,600,,,,,,,244100,136300,107700,55.9,1248,103800,136300,9400,17000,98300,1000,600,9200,800,,,0.5,21.8,70.6,0.5,23,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,1050,1550,,,,,,,267800,150000,117800,56,633,113800,150000,8900,19400,112000,500,1100,7600,600,,,,25.2,55.1,0.1,15.3,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,500,700,,,,,,,285500,156900,128700,54.9,1196,126700,156900,8800,20600,117400,500,1100,7800,600,,,,17.8,46,,11.8,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,100,150,,,,,,,308600,183000,125600,59.3,1682,123900,183000,7600,24400,140500,200,1400,8700,200,,,,39.4,38.8,,3.6,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,All,All,All,All,"20,000 and over",All,,,,,50,50,,,,,,,545100,310900,234200,57,9458,244900,310900,11800,21700,256400,200,400,19500,1000,,,,35.7,23.4,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,All,All,Rural,All,All,All,,,,,1150,1700,,,,,,,272200,153000,119200,56.2,695,114600,153000,8500,17900,115400,600,900,9000,700,,,,21.5,55.6,,10.8,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,All,All,Urban,All,All,All,,,,,900,1300,,,,,,,270700,150400,120300,55.5,804,115300,150400,9500,21500,110100,600,1100,7000,500,,,0.2,26.3,54.1,0.3,21.3,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,All,<40,All,All,All,All,,,,,500,700,,,,,,,244700,136200,108500,55.7,869,105300,136200,8200,17900,101100,500,900,6900,600,,,,23.9,58.2,0.4,14.3,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,All,>=40<50,All,All,All,All,,,,,800,1200,,,,,,,274800,153300,121500,55.8,890,116100,153300,9200,20400,113600,600,1000,7900,600,,,,23.4,51.7,,14.9,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,All,>=50<60,All,All,All,All,,,,,650,1000,,,,,,,287400,162100,125200,56.4,917,119200,162100,9300,20000,121500,600,1100,9000,600,,,,22.8,54.5,,15.5,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,All,>=60,All,All,All,All,,,,,100,150,,,,,,,266800,145300,121500,54.5,2729,118800,145300,8300,15300,110900,700,600,8900,600,,,2.2,29.2,70.3,1.1,22.5,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,Male,All,All,All,All,All,,,,,850,1300,,,,,,,298700,164100,134700,54.9,876,131700,164100,9600,20700,122900,600,1100,8400,700,,,0.2,24.4,55.2,0.2,16.6,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,Male,<40,All,All,All,All,,,,,200,250,,,,,,,273400,150300,123100,55,1376,124000,150300,9000,19600,112000,500,1100,7400,700,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,300,450,,,,,,,307600,167800,139800,54.6,1605,135000,167800,10200,21600,125000,700,1000,8600,800,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,300,450,,,,,,,311000,172200,138800,55.4,1449,135800,172200,9700,21900,129200,700,1300,8900,600,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,Male,>=60,All,All,All,All,,,,,50,100,,,,,,,270000,146600,123300,54.3,3328,118500,146600,8300,14600,114000,700,700,7700,700,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,Female,All,All,All,All,All,,,,,1150,1700,,,,,,,251200,142700,108500,56.8,581,104800,142700,8400,18500,105900,500,900,7900,500,,,,23,54.8,0.1,14.3,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,Female,<40,All,All,All,All,,,,,300,450,,,,,,,227300,127700,99700,56.2,1011,96400,127700,7700,16900,94400,500,900,6700,600,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,Female,>=40<50,All,All,All,All,,,,,500,700,,,,,,,253700,144000,109700,56.7,923,106000,144000,8500,19700,106300,500,1000,7500,500,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,Female,>=50<60,All,All,All,All,,,,,350,550,,,,,,,267200,153500,113700,57.4,1055,109800,153500,8900,18500,114900,600,900,9200,500,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Scotland,Non-dispensing,Female,>=60,All,All,All,All,,,,,50,50,,,,,,,257200,141400,115800,55,4331,119600,141400,8200,17200,101700,600,600,12400,500,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,,,,,900,1150,,,,,,,259000,150700,108300,58.2,668,103500,150700,17300,18100,87900,1300,800,24200,1200,0.2,0.9,1.2,6.7,65.9,1.1,4.3,,,,243900,197500,300400,157100,372900,138400,83100,128900,64200,153200
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,,,"0 - 50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3.7,3.7,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,,,"50,000 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,15.2,18.9,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,,,"75,000 - 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,27.2,46.1,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,,,"100,000 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,25.7,71.8,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,,,"125,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,28,99.8,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,,"0 - 50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2.4,2.4,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,,"50,000 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,6.4,8.8,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,,"75,000 - 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,14.8,23.6,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,,"100,000 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,15.7,39.3,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,,"125,000 - 150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,19.7,59,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,,"150,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,41.1,100.1,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,"0 - 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,2,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,"100,000 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2.4,4.4,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,"125,000 - 150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4.4,8.8,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,"150,000 - 175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,7.3,16.1,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,"175,000 - 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,10.1,26.2,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,"200,000 - 225,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,14.2,40.4,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,"225,000 - 250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,12.9,53.3,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,"250,000 - 275,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,12.4,65.7,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,"275,000 - 300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,9.1,74.8,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,All,All,"300,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,25.2,100,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,"Fewer than 5,000",All,,,,,150,200,,,,,,,266700,166400,100300,62.4,1744,94100,166400,20300,22000,93300,1200,600,27400,1400,0.6,3.4,5.2,13.2,72.5,1.7,10.3,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,550,700,,,,,,,254600,145300,109300,57.1,815,104100,145300,16800,17700,85900,1200,800,21800,1000,0.2,0.4,0.4,6.1,67.1,1.3,3.7,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,150,200,,,,,,,265200,152300,112900,57.4,1359,110300,152300,15900,15500,88600,1600,1000,28300,1300,,,,0.6,54.4,,,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,200,250,,,,,,,270900,157100,113800,58,1686,107800,157100,17000,18200,93700,1700,1200,23600,1700,,1.5,1.5,6.5,56.9,1,4.5,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,700,850,,,,,,,255500,148800,106700,58.3,707,102900,148800,17400,18100,86100,1200,700,24300,1000,0.3,0.7,1.2,6.8,68.5,1.2,4.3,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,<40,All,All,All,All,,,,,200,300,,,,,,,226700,131600,95100,58,979,95800,131600,15000,17400,74700,1100,600,21800,900,0.5,0.9,0.9,6.4,65.1,0.5,5.9,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,>=40<50,All,All,All,All,,,,,350,450,,,,,,,262300,153900,108300,58.7,930,104900,153900,17300,17300,90400,1300,1000,25400,1100,0.3,1.7,1.4,5.7,63.7,0.9,3.2,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,>=50<60,All,All,All,All,,,,,250,300,,,,,,,282700,164500,118300,58.2,1533,111300,164500,19500,19900,96000,1300,800,25600,1300,,,1.7,8.7,68.6,2.5,5,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,All,>=60,All,All,All,All,,,,,50,100,,,,,,,262400,147500,114900,56.2,2699,106200,147500,16900,18000,88300,1500,600,20500,1700,,,,5.7,70,,2.9,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,Male,All,All,All,All,All,,,,,400,500,,,,,,,293500,169500,124100,57.7,1106,120700,169500,19300,20300,99700,1400,1000,26200,1600,,0.3,0.5,6.5,65.3,1.3,3.1,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,Male,<40,All,All,All,All,,,,,100,100,,,,,,,251700,144100,107600,57.2,1690,108000,144100,15300,19900,85100,1200,700,20500,1300,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,Male,>=40<50,All,All,All,All,,,,,150,200,,,,,,,305700,177200,128500,58,1492,126200,177200,19000,20300,102200,1600,1100,31500,1500,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,Male,>=50<60,All,All,All,All,,,,,100,150,,,,,,,318500,184800,133700,58,2452,129700,184800,23100,21400,110500,1400,1200,25400,1800,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,Male,>=60,All,All,All,All,,,,,50,50,,,,,,,268100,152700,115400,57,3144,107700,152700,17600,18200,90600,1500,700,22200,1900,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,Female,All,All,All,All,All,,,,,500,650,,,,,,,232100,136100,96000,58.6,695,94100,136100,15800,16400,78600,1200,700,22600,800,0.4,1.4,1.8,6.9,66.3,1,5.3,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,150,200,,,,,,,212600,124500,88100,58.6,1109,88700,124500,14800,16000,68900,1100,500,22600,700,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,200,250,,,,,,,233900,138700,95200,59.3,973,92600,138700,16200,15400,82700,1100,900,21400,900,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,Female,>=50<60,All,All,All,All,,,,,100,150,,,,,,,248800,145200,103600,58.4,1551,99600,145200,16200,18400,82300,1300,500,25800,900,,,,,,,,,,,,,,,,,,,,
Contractor,GPMS,Northern Ireland,All,Female,>=60,All,All,All,All,,,,,50,50,,,,,,,246900,133400,113500,54,5256,104500,133400,15200,17500,82200,1400,,16100,1100,,,,,,,,,,,,,,,,,,,,
